,0.01,0.05,0.1,0.25,0.5,0.75,1
exact,28.04291003727920,30.78875930274840,28.59276455280210,28.92426800372690,23.15500294765130,11.59326194788820,8.54108695736367
f1,28.33686253920210,30.7887593027484,29.04500280351140,28.92426800372690,27.66602964852200,14.58018632524930,12.76006482618340
total,167.0,167.0,167.0,167.0,167.0,167.0,167.0
HasAns_exact,28.04291003727920,30.78875930274840,28.59276455280210,28.92426800372690,23.15500294765130,11.59326194788820,8.54108695736367
HasAns_f1,28.33686253920210,30.78875930274840,29.04500280351140,28.92426800372690,27.66602964852200,14.58018632524930,12.76006482618340
HasAns_total,167.0,167.0,167.0,167.0,167.0,167.0,167.0
best_exact,28.04291003727920,30.78875930274840,28.59276455280210,28.92426800372690,23.15500294765130,11.59326194788820,8.54108695736367
best_exact_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best_f1,28.33686253920210,30.78875930274840,29.04500280351140,28.92426800372690,27.66602964852200,14.58018632524930,12.76006482618340
best_f1_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0